,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y
1214,HOMECARE CONCEPTS,1095 ROUTE 110,FARMINGDALE,NY,11735,4815,SUFFOLK,36103,-73.426867,40.708448
1215,BROOKHAVEN PHARMACY,350 EAST MAIN STREET,PATCHOGUE,NY,11772,3100,SUFFOLK,36103,-73.002201,40.766003000000005
1216,CHUBBUCK'S PHARMACY,51 SOUTH MAIN STREET,FREEPORT,NY,11520,3854,NASSAU,36059,-73.58153399999999,40.656036
1217,FRANCONIA PHARMACY 2,50 FULTON AVENUE,HEMPSTEAD,NY,11550,3686,NASSAU,36059,-73.634843,40.705425
1218,FREEPORT PHARMACY,88 WEST MERRICK ROAD,FREEPORT,NY,11520,3710,NASSAU,36059,-73.584026,40.653862
1219,PREFERRED PHARMACY,175 FULTON AVENUE,HEMPSTEAD,NY,11550,3718,NASSAU,36059,-73.629506,40.707809999999995
1220,BARTHS PHARMACY,58 SUNSET AVENUE,WESTHAMPTON BEACH,NY,11978,2326,SUFFOLK,36103,-72.64454,40.810813
1221,BRIDGEHAMPTON PHARMACY,2450 MAIN STREET,BRIDGEHAMPTON,NY,11932, ,SUFFOLK,36103,-72.30301899999999,40.93696
1222,COUNTY LINE PHARMACY,1111 ROUTE 110,FARMINGDALE,NY,11735,4820,SUFFOLK,36103,-73.427878,40.708889
1223,BRUNSWICK HOSPITAL CENTER PHARMACY,81 LOUDEN AVENUE,AMITYVILLE,NY,11701,2736,SUFFOLK,36103,-73.421461,40.685477
1224,THE MEDICINE CENTER,178 EAST MONTAUK HIGHWAY,LINDENHURST,NY,11757,5951,SUFFOLK,36103,-73.359573,40.680951
1225,METROPOLITAN PHARMACY 2,103-11 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,6733,QUEENS,36081,-73.849367,40.710415999999995
1226,RITE AID - 4991,109-07 101ST AVENUE,JAMAICA,NY,11419,1029,QUEENS,36081,-73.834106,40.687907
1227,A AND T PHARMACY,144-01 JAMAICA AVENUE,JAMAICA,NY,11435,3623,QUEENS,36081,-73.81143900000001,40.702412
1228,DUANE READE,93-01 SUTPHIN BOULEVARD,JAMAICA,NY,11435,4319,QUEENS,36081,-73.807281,40.700476
1229,SUTPHIN PHARMACY,87-80A SUTPHIN BOULEVARD,JAMAICA,NY,11435,3342,QUEENS,36081,-73.809641,40.704991
1230,APS,61-16 COOPER AVENUE,GLENDALE,NY,11385,6115,QUEENS,36081,-73.893078,40.697203
1231,MEDICINE CABINET PHARMACY,88-28 PARSONS BOULEVARD,JAMAICA,NY,11432,3842,QUEENS,36081,-73.802032,40.705890999999994
1232,RITE AID - 10607,102-30 ATLANTIC AVENUE,OZONE PARK,NY,11416,1739,QUEENS,36081,-73.841686,40.689690999999996
1233,DUANE READE,103-09 LIBERTY AVENUE,OZONE PARK,NY,11417,1728,QUEENS,36081,-73.837642,40.681986
1234,ROSSI PHARMACY,84-01 101ST AVENUE,OZONE PARK,NY,11416,2017,QUEENS,36081,-73.855345,40.681857
1235,PEN-MILL PHARMACY,1336 PENINSULA BOULEVARD,HEWLETT,NY,11557,1226,NASSAU,36059,-73.703461,40.644911
1236,MADISON DRUGS,55-12 MYRTLE AVENUE,RIDGEWOOD,NY,11385,3551,QUEENS,36081,-73.90796,40.699726
1237,RIDGEWOOD CITY PHARMACY,775 SENECA AVENUE,RIDGEWOOD,NY,11385,4127,QUEENS,36081,-73.905964,40.70203
1238,WALGREENS - 10728,2745 LONG BEACH ROAD,OCEANSIDE,NY,11572,2225,NASSAU,36059,-73.638396,40.644866
1239,NEW YORK BOULEVARD PHARMACY,107-45 NEW YORK BOULEVARD,JAMAICA,NY,11433,2351,QUEENS,36081,-73.79138,40.697076
1240,HAMTINI PHARMACY,615 SENECA AVENUE,RIDGEWOOD,NY,11385,2170,QUEENS,36081,-73.909151,40.70389
1241,MEDICINE PLAZA,1312 KINGS HIGHWAY,BROOKLYN,NY,11229,1904,KINGS,36047,-73.95952700000001,40.608003000000004
1242,J RX PHARMACY,65-15 FRESH POND ROAD,RIDGEWOOD,NY,11385,3332,QUEENS,36081,-73.898371,40.709303999999996
1243,MEGA AID PHARMACY INCORPORATED,3112 MERMAID AVENUE,BROOKLYN,NY,11224,1808,KINGS,36047,-73.997837,40.574957
1244,CVS - 2720,88-07 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,1600,QUEENS,36081,-73.81308,40.58662
1245,RICHMOND HILL PHARMACY,125-01 101ST AVENUE,SOUTH RICHMOND HILL,NY,11419,1411,QUEENS,36081,-73.82085,40.691604999999996
1246,OMNI PHARMACY,150 EAST SUNRISE HIGHWAY,LINDENHURST,NY,11757,2502,SUFFOLK,36103,-73.375974,40.703752
1247,RITE AID - 10646,457 PARK AVENUE,LINDENHURST,NY,11757,5250,SUFFOLK,36103,-73.353819,40.686299
1248,FAMILY PHARMACY,436 ROCKAWAY AVENUE,BROOKLYN,NY,11212,5636,KINGS,36047,-73.910875,40.669199
1249,STARRETT CITY PHARMACY,1110 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,9061,KINGS,36047,-73.887516,40.653344
1250,RITE AID - 10651,335 ROUTE 25A,MILLER PLACE,NY,11764,2418,SUFFOLK,36103,-72.989589,40.942981
1251,MANNINGS 8TH AVENUE PHARMACY,64-02 8TH AVENUE,BROOKLYN,NY,11220,4720,KINGS,36047,-74.012229,40.633252
1252,BURHAN PHARMACY INCORPORATED,715 KNICKERBOCKER AVENUE,BROOKLYN,NY,11221,5337,KINGS,36047,-73.910021,40.694275
1253,RITE AID - 10670,10095 ROUTE 25,MATTITUCK,NY,11952,1529,SUFFOLK,36103,-72.538844,40.986128
1254,PATHMARK,111-10 FLATLANDS AVENUE,BROOKLYN,NY,11207,8234,KINGS,36047,-73.888654,40.649289
1255,NOHA PHARMACY INCORPORATED,291 KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,3103,KINGS,36047,-73.923643,40.702028000000006
1256,PARK SLOPE PHARMACY,803 8TH AVENUE,BROOKLYN,NY,11215,4106,KINGS,36047,-73.97865300000001,40.666205
1257,PERSONAL CARE PHARMACY,836 CONEY ISLAND AVENUE,BROOKLYN,NY,11218,5310,KINGS,36047,-73.968439,40.637015999999996
1258,HAVEN DRUGS,76 SOUTHAVEN AVENUE,MEDFORD,NY,11763,3745,SUFFOLK,36103,-73.003777,40.801096
1259,CVS - 625,249 MAIN STREET,BINGHAMTON,NY,13905,2522,BROOME,36007,-75.93791800000001,42.107019
1260,CVS - 561,34 COURT STREET,BINGHAMTON,NY,13901,3106,BROOME,36007,-75.91414,42.09857
1261,CVS - 458,50 PENNSYLVANIA AVENUE,BINGHAMTON,NY,13903,1667,BROOME,36007,-75.91678,42.086321000000005
1262,CLINTWOOD PHARMACY,343 CLINTON STREET,BINGHAMTON,NY,13905,2017,BROOME,36007,-75.938123,42.110696999999995
1263,SHOPRITE,20 LLOYDS LANE,MIDDLETOWN,NY,10940, ,ORANGE,36071,-74.396632,41.45344
1264,RITE AID - 10878,375 PULTENEY STREET,CORNING,NY,14830,2124,STEUBEN,36101,-77.07794399999999,42.154393
1265,CVS - 565,138 VESTAL PARKWAY WEST,VESTAL,NY,13850,1542,BROOME,36007,-76.055272,42.086515999999996
1266,RITE AID - 10879,12 PARK DRIVE,HORNELL,NY,14843,2271,STEUBEN,36101,-77.660349,42.321381
1267,PRICE CHOPPER - 130,911 NORTH STREET,ENDICOTT,NY,13760,5234,BROOME,36007,-76.052402,42.104521999999996
1268,TOPS,309 WEST MORRIS STREET,BATH,NY,14810,1030,STEUBEN,36101,-77.330101,42.33591
1269,CVS - 678,1010 UNION CENTER HIGHWAY,ENDICOTT,NY,13760,2037,BROOME,36007,-76.07052,42.110224
1270,BEAVERS PHARMACY,7 MAIN STREET,CANISTEO,NY,14823,1125,STEUBEN,36101,-77.60528199999999,42.270294
1271,WALGREENS - 10696,80 DENISON PARKWAY EAST,CORNING,NY,14830,2700,STEUBEN,36101,-77.051429,42.141825
1272,WAL-MART SUPERCENTER - 2262,5054 STATE HIGHWAY 23,ONEONTA,NY,13820,3558,OTSEGO,36077,-75.039096,42.447472
1273,WATER STREET PHARMACY,14 WATER STREET,DUNDEE,NY,14837,1028,YATES,36123,-76.977221,42.523992
1274,GEROULD'S HEALTHCARE CENTER,98 WEST PULTENEY STREET,CORNING,NY,14830,2260,STEUBEN,36101,-77.064656,42.151047999999996
1275,WEGMANS,24 SOUTH BRIDGE STREET,CORNING,NY,14830,2257,STEUBEN,36101,-77.063387,42.145837
1276,ADDISON'S APOTHECARY,36 MAIN STREET,ADDISON,NY,14801,1210,STEUBEN,36101,-77.23433,42.106142999999996
1277,CVS - 5016,506 SOUTH FRANKLIN STREET,WATKINS GLEN,NY,14891,1524,SCHUYLER,36097,-76.86649200000001,42.369659999999996
1278,TOPS - 238,658 WEST MAIN STREET,ARCADE,NY,14009,1037,WYOMING,36121,-78.446724,42.531183
1279,RITE AID - 10880,2144 GRAND CENTRAL AVENUE,HORSEHEADS,NY,14845,8260,CHEMUNG,36015,-76.82069399999999,42.155445
1280,CHEMUNG COUNTY NURSING FACILITY,103 WASHINGTON STREET,ELMIRA,NY,14901,3220,CHEMUNG,36015,-76.79567800000001,42.089895
1281,ELMIRA PSYCHIATRIC CENTER,100 WASHINGTON STREET,ELMIRA,NY,14901,2849,CHEMUNG,36015,-76.794949,42.091445
1282,HENDERSON'S DRUG STORE,100 NORTH MAIN STREET,ELMIRA,NY,14901,2901,CHEMUNG,36015,-76.80707,42.08789
1283,HENDERSON'S PARK PHARMACY,27 SHETHAR STREET,HAMMONDSPORT,NY,14840,9380,STEUBEN,36101,-77.222002,42.409328
1284,RITE AID - 10794,82 NORTH BROAD STREET,NORWICH,NY,13815,1332,CHENANGO,36017,-75.52316400000001,42.533941
1285,DUNNS DRUG STORE,323 MAIN STREET,BOLIVAR,NY,14715,1108,ALLEGANY,36003,-78.168044,42.066525
1286,RITE AID - 10800,2642 MAIN STREET,WHITNEY POINT,NY,13862, ,BROOME,36007,-75.966965,42.329231
1287,MAPLE CITY PHARMACY,181 SENECA STREET,HORNELL,NY,14843,1336,STEUBEN,36101,-77.66021500000001,42.335996
1288,TOPS,184 SOUTH CASCADE DRIVE,SPRINGVILLE,NY,14141,9275,ERIE,36029,-78.68767700000001,42.504319
1289,WAL-MART SUPERCENTER - 2164,317 SOUTH CASCADE DRIVE,SPRINGVILLE,NY,14141,9108,ERIE,36029,-78.693188,42.500943
1290,RITE AID - 1649,81 WEST MAIN STREET,GOWANDA,NY,14070,1318,CATTARAUGUS,36009,-78.938253,42.462939
1291,RITE AID - 10875,265 NORTH UNION STREET,OLEAN,NY,14760,2663,CATTARAUGUS,36009,-78.43030999999999,42.081012
1292,WALGREENS - 11984,3242 ROUTE 39,YORKSHIRE,NY,14173, ,CATTARAUGUS,36009,-78.478009,42.53069
1293,KMART,121 BOLIVAR ROAD,WELLSVILLE,NY,14895,1200,ALLEGANY,36003,-77.962568,42.126129999999996
1294,RITE AID - 10823,12208 NY STATE ROUTE 16,YORKSHIRE,NY,14173, ,CATTARAUGUS,36009,-78.478008,42.529345
1295,CVS - 5089,10 SOUTH WORK STREET,FALCONER,NY,14733,1329,CHAUTAUQUA,36013,-79.19776800000001,42.118226
1296,SAM'S CLUB - 6431,830 COUNTY ROAD 64,ELMIRA,NY,14903,9719,CHEMUNG,36015,-76.882476,42.151973
1297,WEGMANS,1100 CLEMENS CENTER PARKWAY,ELMIRA,NY,14901,1563,CHEMUNG,36015,-76.808771,42.105967
1298,WALGREENS - 10864,402 NORTH MAIN STREET,ELMIRA,NY,14901,2104,CHEMUNG,36015,-76.808627,42.092024
1299,TARGET,930 COUNTY ROAD 64,ELMIRA,NY,14903,9704,CHEMUNG,36015,-76.87259,42.152691
1300,PRIZELS PHARMACY,535 MAIN STREET,OLEAN,NY,14760,1500,CATTARAUGUS,36009,-78.427512,42.090672
1301,CORNER DRUG STORE,1 WASHINGTON STREET,CATTARAUGUS,NY,14719,1015,CATTARAUGUS,36009,-78.868208,42.329553999999995
1302,CVS - 2252,39 PARK STREET,OWEGO,NY,13827,1530,TIOGA,36107,-76.263379,42.102639
1303,GOWANDA CARE CENTER PHARMACY,41 WEST MAIN STREET,GOWANDA,NY,14070,1305,CATTARAUGUS,36009,-78.936667,42.463056
1304,CVS - 2414,269 HARRY L DRIVE,JOHNSON CITY,NY,13790,1422,BROOME,36007,-75.957999,42.123127000000004
1305,CVS - 2180,163 ROBINSON STREET,BINGHAMTON,NY,13904,1531,BROOME,36007,-75.889279,42.107890999999995
1306,CVS - 622,68 MAIN STREET,BINGHAMTON,NY,13905,2915,BROOME,36007,-75.92169200000001,42.099894
1307,UNITED STATES DEPARTMENT OF VETERANS AFFAIRS BINGHAMTON OUTPATIENT CLINIC,425 ROBINSON STREET,BINGHAMTON,NY,13904,1735,BROOME,36007,-75.868353,42.106001
1308,WAL-MART SUPERCENTER - 3221,515 EAST 4TH STREET,WATKINS GLEN,NY,14891,1218,SCHUYLER,36097,-76.863452,42.38071
1309,RITE AID - 3983,338 WEST WASHINGTON STREET,BATH,NY,14810,1024,STEUBEN,36101,-77.33175,42.338265
1310,SAM'S CLUB - 6423,300 NORTH GALLERIA DRIVE,MIDDLETOWN,NY,10941,3036,ORANGE,36071,-74.372524,41.46114
1311,WAL-MART SUPERCENTER - 2992,3217 SILVERBACK LANE,PAINTED POST,NY,14870,8911,STEUBEN,36101,-77.106851,42.155574
1312,RITE AID - 10550,79 FULTON STREET,MIDDLETOWN,NY,10940,5247,ORANGE,36071,-74.41958000000001,41.44153
1313,RITE AID - 155,96 DOLSON AVENUE,MIDDLETOWN,NY,10940,6502,ORANGE,36071,-74.423322,41.432093
1314,HANNAFORD,31 TED DRIVE,PINE BUSH,NY,12566,7032,ORANGE,36071,-74.29727700000001,41.605233
1315,WEGMANS,1000 STATE ROUTE 36,HORNELL,NY,14843,9300,STEUBEN,36101,-77.67035600000001,42.348745
1316,HANNAFORD,30 TOWER DRIVE,MIDDLETOWN,NY,10941,2023,ORANGE,36071,-74.37110799999999,41.465265
1317,UNITED HEALTH SERVICES WILSON MEDICAL CENTER,33-57 HARRISON STREET,JOHNSON CITY,NY,13790,2107,BROOME,36007,-75.958562,42.114482
1318,KINNEY DRUGS,6 MAIN STREET,MARATHON,NY,13803, ,CORTLAND,36023,-76.034651,42.440356
1319,RITE AID - 3518,2460 ROUTE 52,PINE BUSH,NY,12566,7038,ORANGE,36071,-74.29708000000001,41.607791999999996
1320,MARKET STREET APOTHECARY,78 WEST MARKET STREET,CORNING,NY,14830,2527,STEUBEN,36101,-77.05760699999999,42.143803000000005
1321,RITE AID - 3838,40 WEST MAIN STREET,SPRINGVILLE,NY,14141,1014,ERIE,36029,-78.668962,42.508252
1322,RITE AID - 868,9 BROAD STREET,SALAMANCA,NY,14779,1418,CATTARAUGUS,36009,-78.716509,42.154545
1323,KMART,2801 WEST STATE STREET,OLEAN,NY,14760,1828,CATTARAUGUS,36009,-78.46251099999999,42.073912
1324,WALGREENS - 12381,10 NORTH MAIN STREET,WELLSVILLE,NY,14895,1232,ALLEGANY,36003,-77.944575,42.120308
1325,GEROULD'S PROFESSIONAL PHARMACY,130 SOUTH MAIN STREET,ELMIRA,NY,14904,1309,CHEMUNG,36015,-76.805657,42.083608
1326,QUALITY MARKETS,110 SOUTH WORK STREET,FALCONER,NY,14733,1434,CHAUTAUQUA,36013,-79.19759,42.117425
1327,WALGREENS - 10865,424 SOUTH MAIN STREET,ELMIRA,NY,14904,1314,CHEMUNG,36015,-76.803798,42.078128
1328,LAKE SHORE HEALTH CARE CENTER PHARMACY,845 ROUTES 5 AND 20,IRVING,NY,14081, ,CHAUTAUQUA,36013,-79.125828,42.558448
1329,WAL-MART SUPERCENTER - 2159,1869 PLAZA DRIVE,OLEAN,NY,14760,1864,CATTARAUGUS,36009,-78.46808,42.08039
1330,RITE AID - 1862,214 CENTRAL AVENUE,SILVER CREEK,NY,14136,1339,CHAUTAUQUA,36013,-79.16676600000001,42.544781
1331,GEROULD'S PROFESSIONAL PHARMACY,215 HOFFMAN STREET,ELMIRA,NY,14905,2423,CHEMUNG,36015,-76.82283199999999,42.085101
1332,P AND C - 578,1600 CEDAR STREET,ELMIRA,NY,14904,2948,CHEMUNG,36015,-76.79321800000001,42.057409
1333,STEEDS PHARMACY,1141 BROADWAY STREET,ELMIRA,NY,14904,2542,CHEMUNG,36015,-76.81769,42.057679
1334,RITE AID - 10887,209 MOUNT ZOAR STREET,ELMIRA,NY,14904,1231,CHEMUNG,36015,-76.80394,42.078933
1335,DAN HORN PHARMACY AND HEALTH SERVICES,111 EAST GREEN STREET,OLEAN,NY,14760,3641,CATTARAUGUS,36009,-78.42925,42.074055
1336,WAL-MART - 5240,135 FAIRGROUNDS MEMORIAL PARKWAY,ITHACA,NY,14850,5362,TOMPKINS,36109,-76.513987,42.427620000000005
1337,CVS - 754,37 RIVERSIDE DRIVE,JOHNSON CITY,NY,13790,2734,BROOME,36007,-75.950029,42.09872
1338,WEGMANS,650 HARRY L DRIVE,JOHNSON CITY,NY,13790,1146,BROOME,36007,-75.97322199999999,42.122878
1339,"HENDERSON DRUG 10, INC",210 N FRANKLIN ST,WATKINS GLEN,NY,14891,1224,SCHUYLER,36097,-76.87366899999999,42.381738
1340,"TOPS MARKETS, LLC",35 FRANKLIN PLZ,DANSVILLE,NY,14437,9221,LIVINGSTON,36051,-77.711075,42.563632
1341,UNITED HEALTH SERVICES PHARMACY - ENDICOTT,1302 EAST MAIN STREET,ENDICOTT,NY,13760,5430,BROOME,36007,-76.047311,42.098605
1342,"HENDERSON'S DRUG STORE, INC",320 W MAIN STREET,MONTOUR FALLS,NY,14865, ,SCHUYLER,36097,-76.849711,42.345808
1343,THE MEDICINE SHOPPE PHARMACY,519 HOOPER ROAD,ENDWELL,NY,13760,1908,BROOME,36007,-76.019154,42.118029
1344,WAL-MART SUPERCENTER - 1976,1400 COUNTY ROAD 64,HORSEHEADS,NY,14845, ,CHEMUNG,36015,-76.879239,42.151931
1345,NATIVE PHARMACEUTICAL DIRECT,77 MAIN STREET,SALAMANCA,NY,14779,1529,CATTARAUGUS,36009,-78.715339,42.158113
1346,TOPS MARKETS,2401 WEST STATE STREET,OLEAN,NY,14760,1921,CATTARAUGUS,36009,-78.45796800000001,42.075575
1347,RITE AID - 10801,67-71 ROBINSON STREET,BINGHAMTON,NY,13901,2521,BROOME,36007,-75.897121,42.108154
1348,"KINNEY DRUGS, INC 100",2255 N TRIPHAMMER RD,ITHACA,NY,14850,1576,TOMPKINS,36109,-76.481972,42.478915
1349,LIONEL R JOHN HEALTH CENTER,987 R C HOAG DRIVE,SALAMANCA,NY,14779,1365,CATTARAUGUS,36009,-78.755169,42.158390999999995
1350,WAL-MART SUPERCENTER - 2326,1000 STATE ROUTE 36,HORNELL,NY,14843,9300,STEUBEN,36101,-77.66914799999999,42.346481
1351,CRYSTAL RUN PHARMACY,390 CRYSTAL RUN ROAD,MIDDLETOWN,NY,10941,4051,ORANGE,36071,-74.340233,41.457257
1352,WALGREENS - 11747,99 CHESTNUT STREET,ONEONTA,NY,13820,2412,OTSEGO,36077,-75.068486,42.454415999999995
1353,PETERS PHARMACY OF NARROWSBURG,141 KIRKS ROAD,NARROWSBURG,NY,12764,6431,SULLIVAN,36105,-75.056674,41.612916
1354,ALITON'S MANAGED CARE PHARMACY,34-38 BALL STREET,PORT JERVIS,NY,12771,2404,ORANGE,36071,-74.691078,41.374043
1355,VIC VENA PHARMACY,1322 WEST STATE STREET,OLEAN,NY,14760,2036,CATTARAUGUS,36009,-78.445306,42.077819
1356,RITE AID - 10792,58 GENESEE STREET,GREENE,NY,13778,1228,CHENANGO,36017,-75.770539,42.330034000000005
1357,BATH VETERANS AFFAIRS MEDICAL CENTER,76 VETERANS AVENUE,BATH,NY,14810,810,STEUBEN,36101,-77.34767099999999,42.344026
1358,WALGREENS - 11716,321 WEST WASHINGTON STREET,BATH,NY,14810,1017,STEUBEN,36101,-77.330575,42.337223
1359,PRICE CHOPPER - 134,5626 STATE HIGHWAY 7,ONEONTA,NY,13820,2050,OTSEGO,36077,-75.01361700000001,42.460861
1360,MONTICELLO PHARMACY,41 JEFFERSON STREET,MONTICELLO,NY,12701,1161,SULLIVAN,36105,-74.69713399999999,41.659401
1361,CATSKILL PHARMACY,6401 UNITED STATES HIGHWAY 209,KERHONKSON,NY,12446, ,ULSTER,36111,-74.303802,41.774113
1362,RITE AID - 10715,381 BROADWAY,MONTICELLO,NY,12701,1385,SULLIVAN,36105,-74.682674,41.653361
1363,CVS - 502,625 WEST CLINTON STREET,ITHACA,NY,14850,5256,TOMPKINS,36109,-76.507097,42.436367
1364,RITE AID - 1249,50 NORTH MAIN STREET,ELLENVILLE,NY,12428,1015,ULSTER,36111,-74.392349,41.720462
1365,SHOPRITE,46 THOMPSON SQUARE,MONTICELLO,NY,12701,4868,SULLIVAN,36105,-74.670811,41.666971000000004
1366,TARGET,40 CATHERWOOD ROAD,ITHACA,NY,14850,1056,TOMPKINS,36109,-76.491169,42.485306
1367,WAL-MART SUPERCENTER - 2547,41 ANAWANA LAKE ROAD,MONTICELLO,NY,12701,3206,SULLIVAN,36105,-74.679867,41.666896
1368,WAL-MART SUPERCENTER - 2120,5396 STATE HIGHWAY 12,NORWICH,NY,13815,3211,CHENANGO,36017,-75.527019,42.496942
1369,THE MEDICINE SHOPPE PHARMACY,1188 VESTAL AVENUE,BINGHAMTON,NY,13903,1612,BROOME,36007,-75.913708,42.089031
1370,CVS - 1128,72 BROOKSIDE AVENUE,CHESTER,NY,10918,1070,ORANGE,36071,-74.28193900000001,41.356288
1371,CVS - 3154,59 MAIN STREET,WARWICK,NY,10990,1330,ORANGE,36071,-74.359675,41.258429
1372,THE MEDICINE SHOPPE PHARMACY,15 JERSEY AVENUE,PORT JERVIS,NY,12771,2436,ORANGE,36071,-74.691626,41.372256
1373,TARGET,1 NORTH GALLERIA DRIVE,MIDDLETOWN,NY,10941,3032,ORANGE,36071,-74.368612,41.451602
1374,PRICE CHOPPER - 114,511 SCHUTT ROAD EXTENSION,MIDDLETOWN,NY,10940,2569,ORANGE,36071,-74.38303,41.450342
1375,UNITED HEALTH SERVICES PROFESSIONAL HOME CARE,4401 VESTAL PARKWAY EAST,VESTAL,NY,13850,3514,BROOME,36007,-75.969114,42.096363000000004
1376,RITE AID - 2749,119 WEST MAIN STREET,HANCOCK,NY,13783,1017,DELAWARE,36025,-75.284779,41.954692
1377,RITE AID - 10799,3701 VESTAL PARKWAY EAST,VESTAL,NY,13850,2397,BROOME,36007,-75.982795,42.098451000000004
1378,RITE AID - 10882,2309 NORTH TRIPHAMMER ROAD,ITHACA,NY,14850,1060,TOMPKINS,36109,-76.482188,42.483325
1379,SULLIVAN PHARMACY,267 NORTH MAIN STREET,LIBERTY,NY,12754,1850,SULLIVAN,36105,-74.747337,41.804244
1380,PHOENICIA PHARMACY,41 MAIN STREET,PHOENICIA,NY,12464,5211,ULSTER,36111,-74.315117,42.083258
1381,RITE AID - 4716,615 SOUTH MEADOW STREET,ITHACA,NY,14850,5358,TOMPKINS,36109,-76.50745699999999,42.433359
1382,GUSAR'S PHARMACY,458 BROADWAY,MONTICELLO,NY,12701,1732,SULLIVAN,36105,-74.68811600000001,41.655628
1383,BROWNS PRESCRIPTION PHARMACY,115 FRONT STREET,DEPOSIT,NY,13754,1111,BROOME,36007,-75.427114,42.060588
1384,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON STREET,BINGHAMTON,NY,13904,1735,BROOME,36007,-75.868365,42.106007
1385,CVS - 5059,98 CLOWES AVENUE,GOSHEN,NY,10924,1923,ORANGE,36071,-74.334076,41.396975
1386,RITE AID - 2428,89 BROOKSIDE AVENUE,CHESTER,NY,10918,1033,ORANGE,36071,-74.285286,41.357465999999995
1387,SHOPRITE,78 BROOKSIDE AVENUE,CHESTER,NY,10918,1060,ORANGE,36071,-74.282887,41.358061
1388,CVS - 2361,245 EAST MAIN STREET,MIDDLETOWN,NY,10940,4017,ORANGE,36071,-74.40866700000001,41.446666
1389,RITE AID - 7873,5 LAKE STREET,STAMFORD,NY,12167,1007,DELAWARE,36025,-74.625348,42.411288
1390,RITE AID - 10793,21 NORTH MAIN STREET,NEWARK VALLEY,NY,13811,3607,TIOGA,36107,-76.18259300000001,42.225077
1391,JEFFERSON PHARMACY,4892 STATE ROUTE 52,JEFFERSONVILLE,NY,12748,5617,SULLIVAN,36105,-74.93565600000001,41.779722
1392,WURTSBORO PHARMACY,2930 ROUTE 209,WURTSBORO,NY,12790, ,SULLIVAN,36105,-74.497608,41.565622
1393,ACCUCARE PHARMACY,67 COUNTY HIGHWAY 108,MIDDLETOWN,NY,10940,6948,ORANGE,36071,-74.433722,41.424394
1394,THE PHARMACY,711 MAIN STREET,JOHNSON CITY,NY,13790,1743,BROOME,36007,-75.97653000000001,42.116521999999996
1395,ENGLISH PHARMACY,112 MAIN STREET,WINDSOR,NY,13865,4129,BROOME,36007,-75.639712,42.077107
1396,CVS - 3098,123 WINDERMERE AVENUE,GREENWOOD LAKE,NY,10925,3099,ORANGE,36071,-74.292152,41.226221
1397,RITE AID - 10555,153 STATE ROUTE 94,WARWICK,NY,10990, ,ORANGE,36071,-74.38074300000001,41.236588
1398,RITE AID - 156,1 FITZGERALD DRIVE,MIDDLETOWN,NY,10940,3059,ORANGE,36071,-74.39595600000001,41.455882
1399,RITE AID - 10551,701 ROUTE 211 EAST,MIDDLETOWN,NY,10941,1413,ORANGE,36071,-74.36056500000001,41.466204
1400,RITE AID - 1193,1 MAIN STREET,DELHI,NY,13753,1106,DELAWARE,36025,-74.922185,42.266448
1401,RITE AID - 10797,153 MAIN STREET,OWEGO,NY,13827,1579,TIOGA,36107,-76.264032,42.103126
1402,CLINTWOOD PHARMACY,4700 VESTAL PARKWAY EAST,VESTAL,NY,13850, ,BROOME,36007,-75.951223,42.091556
1403,ROCK HILL HEALTHMART PHARMACY,253 ROCK HILL DRIVE,ROCK HILL,NY,12775,6620,SULLIVAN,36105,-74.59368,41.624596999999994
1404,THE MEDICAP PHARMACY,43A MAIN STREET,LIVINGSTON MANOR,NY,12758,5145,SULLIVAN,36105,-74.82737,41.900816999999996
1405,PINE BUSH PHARMACY,2412 STATE ROUTE 52,PINE BUSH,NY,12566, ,ORANGE,36071,-74.294414,41.605964
1406,MATTHEWS PHARMACY,101 CANAL STREET,ELLENVILLE,NY,12428,1403,ULSTER,36111,-74.394092,41.716871000000005
1407,K AND K PHARMACY,187 MILL STREET,LIBERTY,NY,12754,2000,SULLIVAN,36105,-74.734847,41.79423
1408,CVS - 1951,1103 NORTH STREET,ENDICOTT,NY,13760,5246,BROOME,36007,-76.05028100000001,42.104738
1409,WALGREENS - 11207,37 PENNSYLVANIA AVENUE,BINGHAMTON,NY,13903,1608,BROOME,36007,-75.916028,42.08786
1410,RITE AID - 742,100 PIKE STREET,PORT JERVIS,NY,12771,1831,ORANGE,36071,-74.693083,41.376495
1411,RITE AID - 10802,1250 UPPER FRONT STREET,BINGHAMTON,NY,13901,1068,BROOME,36007,-75.893695,42.155898
1412,KMART,33 WEST STATE STREET,BINGHAMTON,NY,13901,2300,BROOME,36007,-75.90621800000001,42.111447
1413,RITE AID - 10791,100 EAST MAIN STREET,ENDICOTT,NY,13760,4815,BROOME,36007,-76.06440500000001,42.094671999999996
1414,SAM'S CLUB - 6366,2441 VESTAL PARKWAY EAST,VESTAL,NY,13850,2018,BROOME,36007,-76.00751600000001,42.098546
1415,PRICE CHOPPER - 108,10 GLENWOOD AVENUE,BINGHAMTON,NY,13905,2568,BROOME,36007,-75.934461,42.107273
